mandal_id,mandal_name,district,grace_gws_anom_cm,grace_gws_pctl,rootzone_pctl,surface_pctl,rain_1m_mm,rain_3m_mm,et_1m_mm,water_balance_mm,specific_yield,elevation_m,slope_deg,twi,phys_level_change_m,month_sin,month_cos,lat,lon,aquifer_type,has_sensor
KRISHNA|KANCHIKACHERLA,Kanchikacherla,Krishna,9.8,99.0,89.9,76.2,3.6,8.6,81.6,169.4,0.11,39.0,1.5,11.0,0.891,1.0,0.0,16.6697,80.3711,alluvial,False
KRISHNA|CHANDARLAPADU,Chandarlapadu,Krishna,9.8,99.0,89.9,76.2,5.6,13.4,81.6,140.2,0.11,53.0,1.5,11.0,0.891,1.0,0.0,16.735,80.201,alluvial,False
KRISHNA|IBRAHIMPATNAM,Ibrahimpatnam,Krishna,9.8,99.0,89.9,76.2,4.7,11.3,81.6,190.8,0.11,172.0,1.5,11.0,0.891,1.0,0.0,16.6458,80.5056,alluvial,False
KRISHNA|VIJAYAWADA (URBAN),Vijayawada (Urban),Krishna,9.8,99.0,89.9,76.2,1.9,4.6,81.6,242.6,0.11,20.0,1.5,11.0,0.891,1.0,0.0,16.5374,80.6542,alluvial,False
KRISHNA|VIJAYAWADA (RURAL),Vijayawada (Rural),Krishna,9.8,99.0,89.9,76.2,3.4,8.2,81.6,229.2,0.11,35.0,1.5,11.0,0.891,1.0,0.0,16.5813,80.6702,alluvial,False
KRISHNA|GANNAVARAM,Gannavaram,Krishna,9.8,99.0,89.9,76.2,6.3,15.1,81.6,270.4,0.11,28.0,1.5,11.0,0.891,1.0,0.0,16.5842,80.7782,alluvial,False
KRISHNA|UNGUTURU,Unguturu,Krishna,9.8,99.0,89.9,76.2,2.8,6.7,81.6,311.0,0.11,13.0,1.5,11.0,0.891,1.0,0.0,16.5153,80.8545,alluvial,False
KRISHNA|NANDIVADA,Nandivada,Krishna,9.8,99.0,89.9,76.2,5.9,14.2,81.6,340.7,0.11,7.0,1.5,11.0,0.891,1.0,0.0,16.5271,81.012,alluvial,False
KRISHNA|MANDAVALLI,Mandavalli,Krishna,9.8,99.0,89.9,76.2,3.8,9.1,81.6,315.4,0.11,5.0,1.5,11.0,0.891,1.0,0.0,16.5479,81.1525,alluvial,False
KRISHNA|KAIKALUR,Kaikalur,Krishna,9.8,99.0,89.9,76.2,3.1,7.4,81.6,276.8,0.11,6.0,1.5,11.0,0.891,1.0,0.0,16.5795,81.2508,alluvial,False
KRISHNA|KALIDINDI,Kalidindi,Krishna,9.8,99.0,89.9,76.2,3.8,9.1,81.6,328.1,0.11,4.0,1.5,11.0,0.891,1.0,0.0,16.483,81.3251,alluvial,False
KRISHNA|KRUTHIVENNU,Kruthivennu,Krishna,9.8,99.0,89.9,76.2,2.8,6.7,81.6,350.5,0.11,4.0,1.5,11.0,0.891,1.0,0.0,16.3739,81.3982,alluvial,False
KRISHNA|BANTUMILLI,Bantumilli,Krishna,9.8,99.0,89.9,76.2,2.7,6.5,81.6,335.2,0.11,4.0,1.5,11.0,0.891,1.0,0.0,16.386,81.2555,alluvial,False
KRISHNA|MUDINEPALLE,Mudinepalle,Krishna,9.8,99.0,89.9,76.2,3.6,8.6,81.6,334.1,0.11,6.0,1.5,11.0,0.891,1.0,0.0,16.4326,81.1742,alluvial,False
KRISHNA|GUDIVADA,Gudivada,Krishna,9.8,99.0,89.9,76.2,3.8,9.1,81.6,362.8,0.11,4.0,1.5,11.0,0.891,1.0,0.0,16.4325,81.0275,alluvial,False
KRISHNA|PEDAPARUPUDI,Pedaparupudi,Krishna,9.8,99.0,89.9,76.2,3.4,8.2,81.6,351.0,0.11,8.0,1.5,11.0,0.891,1.0,0.0,16.427,80.9331,alluvial,False
KRISHNA|KANKIPADU,Kankipadu,Krishna,9.8,99.0,89.9,76.2,4.7,11.3,81.6,320.0,0.11,15.0,1.5,11.0,0.891,1.0,0.0,16.4485,80.7746,alluvial,False
KRISHNA|PENAMALURU,Penamaluru,Krishna,9.8,99.0,89.9,76.2,10.3,24.7,81.6,288.7,0.11,17.0,1.5,11.0,0.891,1.0,0.0,16.4881,80.7019,alluvial,False
KRISHNA|THOTLAVALLURU,Thotlavalluru,Krishna,9.8,99.0,89.9,76.2,4.7,11.3,81.6,360.4,0.11,13.0,1.5,11.0,0.891,1.0,0.0,16.3545,80.7866,alluvial,False
KRISHNA|PAMIDIMUKKALA,Pamidimukkala,Krishna,9.8,99.0,89.9,76.2,5.3,12.7,81.6,386.5,0.11,9.0,1.5,11.0,0.891,1.0,0.0,16.3106,80.8833,alluvial,False
KRISHNA|VUYYURU,Vuyyuru,Krishna,9.8,99.0,89.9,76.2,3.4,8.2,81.6,351.4,0.11,10.0,1.5,11.0,0.891,1.0,0.0,16.4044,80.8731,alluvial,False
KRISHNA|PAMARRU,Pamarru,Krishna,9.8,99.0,89.9,76.2,6.2,14.9,81.6,383.2,0.11,9.0,1.5,11.0,0.891,1.0,0.0,16.3318,80.971,alluvial,False
KRISHNA|GUDLAVALLERU,Gudlavalleru,Krishna,9.8,99.0,89.9,76.2,4.5,10.8,81.6,359.3,0.11,8.0,1.5,11.0,0.891,1.0,0.0,16.3441,81.0668,alluvial,False
KRISHNA|PEDANA,Pedana,Krishna,9.8,99.0,89.9,76.2,3.2,7.7,81.6,353.6,0.11,7.0,1.5,11.0,0.891,1.0,0.0,16.3226,81.1672,alluvial,False
KRISHNA|GUDURU,Guduru,Krishna,9.8,99.0,89.9,76.2,2.6,6.2,81.6,393.1,0.11,6.0,1.5,11.0,0.891,1.0,0.0,16.2302,81.0742,alluvial,False
KRISHNA|MOVVA,Movva,Krishna,9.8,99.0,89.9,76.2,3.0,7.2,81.6,405.0,0.11,8.0,1.5,11.0,0.891,1.0,0.0,16.2555,80.9624,alluvial,False
KRISHNA|GHANTASALA,Ghantasala,Krishna,9.8,99.0,89.9,76.2,2.1,5.0,81.6,416.7,0.11,7.0,1.5,11.0,0.891,1.0,0.0,16.1717,80.929,alluvial,False
KRISHNA|MACHILIPATNAM,Machilipatnam,Krishna,9.8,99.0,89.9,76.2,2.0,4.8,81.6,391.6,0.11,5.0,1.5,11.0,0.891,1.0,0.0,16.1729,81.1611,alluvial,False
KRISHNA|CHALLAPALLE,Challapalle,Krishna,9.8,99.0,89.9,76.2,3.2,7.7,81.6,431.9,0.11,8.0,1.5,11.0,0.891,1.0,0.0,16.139,80.9455,alluvial,False
KRISHNA|MOPIDEVI,Mopidevi,Krishna,9.8,99.0,89.9,76.2,3.1,7.4,81.6,444.9,0.11,9.0,1.5,11.0,0.891,1.0,0.0,16.0878,80.9432,alluvial,False
KRISHNA|AVANIGADDA,Avanigadda,Krishna,9.8,99.0,89.9,76.2,3.9,9.4,81.6,464.4,0.11,9.0,1.5,11.0,0.891,1.0,0.0,16.0214,80.926,alluvial,False
KRISHNA|NAGAYALANKA,Nagayalanka,Krishna,9.8,99.0,89.9,76.2,4.3,10.3,81.6,475.5,0.11,3.0,1.5,11.0,0.891,1.0,0.0,15.8521,80.9537,alluvial,False
KRISHNA|KODURU,Koduru,Krishna,9.8,99.0,89.9,76.2,3.7,8.9,81.6,430.3,0.11,5.0,1.5,11.0,0.891,1.0,0.0,16.0148,81.0512,alluvial,False
GUNTUR|MACHERLA,Macherla,Guntur,9.26,96.3,84.6,78.1,3.8,9.1,71.7,269.0,0.11,151.0,1.5,11.0,0.842,1.0,0.0,16.5125,79.3857,alluvial,False
GUNTUR|VELDURTHI,Veldurthi,Guntur,9.26,96.3,84.6,78.1,5.0,12.0,71.7,240.2,0.11,203.0,1.5,11.0,0.842,1.0,0.0,16.3766,79.347,alluvial,False
GUNTUR|DURGI,Durgi,Guntur,9.26,96.3,84.6,78.1,2.9,7.0,71.7,234.8,0.11,196.0,1.5,11.0,0.842,1.0,0.0,16.3514,79.4517,alluvial,False
GUNTUR|RENTACHINTALA,Rentachintala,Guntur,9.26,96.3,84.6,78.1,4.4,10.6,71.7,265.4,0.11,102.0,1.5,11.0,0.842,1.0,0.0,16.5624,79.5071,alluvial,False
GUNTUR|GURAZALA,Gurazala,Guntur,9.26,96.3,84.6,78.1,3.0,7.2,71.7,218.6,0.11,108.0,1.5,11.0,0.842,1.0,0.0,16.5777,79.6122,alluvial,False
GUNTUR|DACHEPALLE,Dachepalle,Guntur,9.26,96.3,84.6,78.1,2.7,6.5,71.7,192.3,0.11,85.0,1.5,11.0,0.842,1.0,0.0,16.633,79.7299,alluvial,False
GUNTUR|KAREMPUDI,Karempudi,Guntur,9.26,96.3,84.6,78.1,4.7,11.3,71.7,199.5,0.11,130.0,1.5,11.0,0.842,1.0,0.0,16.4601,79.7205,alluvial,False
GUNTUR|PIDUGURALLA,Piduguralla,Guntur,9.26,96.3,84.6,78.1,3.6,8.6,71.7,166.9,0.11,115.0,1.5,11.0,0.842,1.0,0.0,16.4706,79.8542,alluvial,False
GUNTUR|MACHAVARAM,Machavaram,Guntur,9.26,96.3,84.6,78.1,2.8,6.7,71.7,154.0,0.11,87.0,1.5,11.0,0.842,1.0,0.0,16.6007,79.8877,alluvial,False
GUNTUR|BELLAMKONDA,Bellamkonda,Guntur,9.26,96.3,84.6,78.1,4.8,11.5,71.7,129.0,0.11,115.0,1.5,11.0,0.842,1.0,0.0,16.5975,80.0244,alluvial,False
GUNTUR|ATCHAMPET,Atchampet,Guntur,9.26,96.3,84.6,78.1,2.3,5.5,71.7,121.5,0.11,43.0,1.5,11.0,0.842,1.0,0.0,16.6588,80.1147,alluvial,False
GUNTUR|KROSURU,Krosuru,Guntur,9.26,96.3,84.6,78.1,5.3,12.7,71.7,129.5,0.11,52.0,1.5,11.0,0.842,1.0,0.0,16.5371,80.1157,alluvial,False
GUNTUR|AMARAVATHI,Amaravathi,Guntur,9.26,96.3,84.6,78.1,6.6,15.8,71.7,170.4,0.11,42.0,1.5,11.0,0.842,1.0,0.0,16.5434,80.3113,alluvial,False
GUNTUR|THULLUR,Thullur,Guntur,9.26,96.3,84.6,78.1,5.7,13.7,71.7,218.5,0.11,27.0,1.5,11.0,0.842,1.0,0.0,16.5316,80.4695,alluvial,False
GUNTUR|TADEPALLE,Tadepalle,Guntur,9.26,96.3,84.6,78.1,4.6,11.0,71.7,268.8,0.11,25.0,1.5,11.0,0.842,1.0,0.0,16.4836,80.607,alluvial,False
GUNTUR|MANGALAGIRI,Mangalagiri,Guntur,9.26,96.3,84.6,78.1,4.1,9.8,71.7,297.8,0.11,65.0,1.5,11.0,0.842,1.0,0.0,16.4356,80.5699,alluvial,False
GUNTUR|TADIKONDA,Tadikonda,Guntur,9.26,96.3,84.6,78.1,7.2,17.3,71.7,271.8,0.11,66.0,1.5,11.0,0.842,1.0,0.0,16.4404,80.3973,alluvial,False
GUNTUR|PEDAKURAPADU,Pedakurapadu,Guntur,9.26,96.3,84.6,78.1,4.3,10.3,71.7,190.1,0.11,51.0,1.5,11.0,0.842,1.0,0.0,16.5142,80.2746,alluvial,False
GUNTUR|SATTENAPALLE,Sattenapalle,Guntur,9.26,96.3,84.6,78.1,6.6,15.8,71.7,202.9,0.11,60.0,1.5,11.0,0.842,1.0,0.0,16.4237,80.1668,alluvial,False
GUNTUR|RAJUPALEM,Rajupalem,Guntur,9.26,96.3,84.6,78.1,3.6,8.6,71.7,187.2,0.11,136.0,1.5,11.0,0.842,1.0,0.0,16.4386,79.9708,alluvial,False
GUNTUR|NEKARIKALLU,Nekarikallu,Guntur,9.26,96.3,84.6,78.1,5.4,13.0,71.7,231.3,0.11,119.0,1.5,11.0,0.842,1.0,0.0,16.3279,79.913,alluvial,False
GUNTUR|BOLLAPALLE,Bollapalle,Guntur,9.26,96.3,84.6,78.1,5.7,13.7,71.7,231.0,0.11,474.0,1.5,11.0,0.842,1.0,0.0,16.2378,79.6826,alluvial,False
GUNTUR|VINUKONDA,Vinukonda,Guntur,9.26,96.3,84.6,78.1,2.8,6.7,71.7,306.6,0.11,73.0,1.5,11.0,0.842,1.0,0.0,16.0309,79.7281,alluvial,False
GUNTUR|NUZENDLA,Nuzendla,Guntur,9.26,96.3,84.6,78.1,4.1,9.8,71.7,298.8,0.11,96.0,1.5,11.0,0.842,1.0,0.0,15.9418,79.731,alluvial,False
GUNTUR|SAVALYAPURAM H/O KANAMARLAPUDI,Savalyapuram H/O Kanamarlapudi,Guntur,9.26,96.3,84.6,78.1,3.4,8.2,71.7,350.0,0.11,100.0,1.5,11.0,0.842,1.0,0.0,16.1101,79.8528,alluvial,False
GUNTUR|IPUR,Ipur,Guntur,9.26,96.3,84.6,78.1,3.1,7.4,71.7,263.4,0.11,115.0,1.5,11.0,0.842,1.0,0.0,16.219,79.7965,alluvial,False
GUNTUR|ROMPICHERLA,Rompicherla,Guntur,9.26,96.3,84.6,78.1,6.3,15.1,71.7,311.0,0.11,94.0,1.5,11.0,0.842,1.0,0.0,16.251,79.9358,alluvial,False
GUNTUR|NARASARAOPET,Narasaraopet,Guntur,9.26,96.3,84.6,78.1,6.2,14.9,71.7,370.3,0.11,74.0,1.5,11.0,0.842,1.0,0.0,16.237,80.035,alluvial,False
GUNTUR|MUPPALLA,Muppalla,Guntur,9.26,96.3,84.6,78.1,4.2,10.1,71.7,279.5,0.11,84.0,1.5,11.0,0.842,1.0,0.0,16.3606,80.0895,alluvial,False
GUNTUR|NADENDLA,Nadendla,Guntur,9.26,96.3,84.6,78.1,3.8,9.1,71.7,414.5,0.11,50.0,1.5,11.0,0.842,1.0,0.0,16.2265,80.1392,alluvial,False
GUNTUR|CHILAKALURIPET H/O.PURUSHOTH*,Chilakaluripet H/O.Purushoth*,Guntur,9.26,96.3,84.6,78.1,5.2,12.5,71.7,517.3,0.11,35.0,1.5,11.0,0.842,1.0,0.0,16.0837,80.1271,alluvial,False
GUNTUR|EDLAPADU,Edlapadu,Guntur,9.26,96.3,84.6,78.1,2.9,7.0,71.7,464.0,0.11,60.0,1.5,11.0,0.842,1.0,0.0,16.1999,80.2653,alluvial,False
GUNTUR|PHIRANGIPURAM,Phirangipuram,Guntur,9.26,96.3,84.6,78.1,3.9,9.4,71.7,353.0,0.11,63.0,1.5,11.0,0.842,1.0,0.0,16.321,80.2192,alluvial,False
GUNTUR|MEDIKONDURU,Medikonduru,Guntur,9.26,96.3,84.6,78.1,4.4,10.6,71.7,314.8,0.11,48.0,1.5,11.0,0.842,1.0,0.0,16.3837,80.3087,alluvial,False
GUNTUR|GUNTUR,Guntur,Guntur,9.26,96.3,84.6,78.1,5.6,13.4,71.7,379.8,0.11,32.0,1.5,11.0,0.842,1.0,0.0,16.2932,80.4219,alluvial,False
GUNTUR|PEDAKAKANI,Pedakakani,Guntur,9.26,96.3,84.6,78.1,4.8,11.5,71.7,356.9,0.11,15.0,1.5,11.0,0.842,1.0,0.0,16.3336,80.5212,alluvial,False
GUNTUR|DUGGIRALA,Duggirala,Guntur,9.26,96.3,84.6,78.1,8.9,21.4,71.7,344.0,0.11,14.0,1.5,11.0,0.842,1.0,0.0,16.3494,80.656,alluvial,False
GUNTUR|KOLLIPARA,Kollipara,Guntur,9.26,96.3,84.6,78.1,3.4,8.2,71.7,375.5,0.11,11.0,1.5,11.0,0.842,1.0,0.0,16.3025,80.7182,alluvial,False
GUNTUR|TENALI,Tenali,Guntur,9.26,96.3,84.6,78.1,4.2,10.1,71.7,392.5,0.11,17.0,1.5,11.0,0.842,1.0,0.0,16.2578,80.6355,alluvial,False
GUNTUR|CHEBROLU,Chebrolu,Guntur,9.26,96.3,84.6,78.1,8.4,20.2,71.7,423.1,0.11,15.0,1.5,11.0,0.842,1.0,0.0,16.2289,80.5315,alluvial,False
GUNTUR|VATTICHERUKURU,Vatticherukuru,Guntur,9.26,96.3,84.6,78.1,4.0,9.6,71.7,446.8,0.11,12.0,1.5,11.0,0.842,1.0,0.0,16.2133,80.433,alluvial,False
GUNTUR|PRATHIPADU,Prathipadu,Guntur,9.26,96.3,84.6,78.1,4.7,11.3,71.7,450.1,0.11,26.0,1.5,11.0,0.842,1.0,0.0,16.1824,80.3234,alluvial,False
GUNTUR|PEDANANDIPADU,Pedanandipadu,Guntur,9.26,96.3,84.6,78.1,2.9,7.0,71.7,495.3,0.11,14.0,1.5,11.0,0.842,1.0,0.0,16.096,80.3149,alluvial,False
GUNTUR|KAKUMANU,Kakumanu,Guntur,9.26,96.3,84.6,78.1,4.5,10.8,71.7,502.0,0.11,11.0,1.5,11.0,0.842,1.0,0.0,16.0788,80.4304,alluvial,False
GUNTUR|PONNUR,Ponnur,Guntur,9.26,96.3,84.6,78.1,3.4,8.2,71.7,481.6,0.11,6.0,1.5,11.0,0.842,1.0,0.0,16.0837,80.5222,alluvial,False
GUNTUR|TSUNDUR,Tsundur,Guntur,9.26,96.3,84.6,78.1,3.9,9.4,71.7,436.9,0.11,7.0,1.5,11.0,0.842,1.0,0.0,16.1764,80.5998,alluvial,False
GUNTUR|AMRUTHALUR,Amruthalur,Guntur,9.26,96.3,84.6,78.1,4.1,9.8,71.7,460.6,0.11,8.0,1.5,11.0,0.842,1.0,0.0,16.1378,80.6529,alluvial,False
GUNTUR|VEMURU,Vemuru,Guntur,9.26,96.3,84.6,78.1,6.4,15.4,71.7,423.8,0.11,8.0,1.5,11.0,0.842,1.0,0.0,16.1891,80.7341,alluvial,False
GUNTUR|KOLLUR,Kollur,Guntur,9.26,96.3,84.6,78.1,2.4,5.8,71.7,432.4,0.11,10.0,1.5,11.0,0.842,1.0,0.0,16.2024,80.7951,alluvial,False
GUNTUR|BHATTIPROLU,Bhattiprolu,Guntur,9.26,96.3,84.6,78.1,3.2,7.7,71.7,463.7,0.11,7.0,1.5,11.0,0.842,1.0,0.0,16.0839,80.8108,alluvial,False
GUNTUR|CHERUKUPALLE H/O ARUMBAKA,Cherukupalle H/O Arumbaka,Guntur,9.26,96.3,84.6,78.1,2.1,5.0,71.7,483.9,0.11,4.0,1.5,11.0,0.842,1.0,0.0,16.0629,80.6895,alluvial,False
GUNTUR|PITTALAVANIPALEM,Pittalavanipalem,Guntur,9.26,96.3,84.6,78.1,2.5,6.0,71.7,494.1,0.11,9.0,1.5,11.0,0.842,1.0,0.0,15.992,80.609,alluvial,False
GUNTUR|KARLAPALEM,Karlapalem,Guntur,9.26,96.3,84.6,78.1,3.4,8.2,71.7,485.3,0.11,3.0,1.5,11.0,0.842,1.0,0.0,15.9464,80.5631,alluvial,False
GUNTUR|BAPATLA,Bapatla,Guntur,9.26,96.3,84.6,78.1,2.1,5.0,71.7,478.8,0.11,7.0,1.5,11.0,0.842,1.0,0.0,15.9115,80.4865,alluvial,False
GUNTUR|NIZAMPATNAM,Nizampatnam,Guntur,9.26,96.3,84.6,78.1,2.3,5.5,71.7,492.3,0.11,5.0,1.5,11.0,0.842,1.0,0.0,15.9434,80.7367,alluvial,False
GUNTUR|NAGARAM,Nagaram,Guntur,9.26,96.3,84.6,78.1,2.7,6.5,71.7,494.7,0.11,3.0,1.5,11.0,0.842,1.0,0.0,15.988,80.7423,alluvial,False
GUNTUR|REPALLE,Repalle,Guntur,9.26,96.3,84.6,78.1,4.1,9.8,71.7,488.1,0.11,5.0,1.5,11.0,0.842,1.0,0.0,15.8968,80.818,alluvial,False
PRAKASAM|YERRAGONDAPALEM,Yerragondapalem,Prakasam,9.16,95.8,85.0,86.4,5.3,12.7,68.5,180.3,0.08,196.0,2.5,9.0,1.145,1.0,0.0,16.0068,79.2806,coastal,False
PRAKASAM|PULLALACHERUVU,Pullalacheruvu,Prakasam,9.16,95.8,85.0,86.4,4.5,10.8,68.5,210.2,0.08,192.0,2.5,9.0,1.145,1.0,0.0,16.1574,79.4196,coastal,False
PRAKASAM|TRIPURANTHAKAM,Tripuranthakam,Prakasam,9.16,95.8,85.0,86.4,3.7,8.9,68.5,199.6,0.08,130.0,2.5,9.0,1.145,1.0,0.0,16.0025,79.4305,coastal,False
PRAKASAM|DORNALA,Dornala,Prakasam,9.16,95.8,85.0,86.4,6.7,16.1,68.5,218.7,0.08,221.0,2.5,9.0,1.145,1.0,0.0,15.9327,79.0802,coastal,False
PRAKASAM|PEDA ARAVEEDU,Peda Araveedu,Prakasam,9.16,95.8,85.0,86.4,3.0,7.2,68.5,162.5,0.08,182.0,2.5,9.0,1.145,1.0,0.0,15.8319,79.1999,coastal,False
PRAKASAM|DONAKONDA,Donakonda,Prakasam,9.16,95.8,85.0,86.4,4.1,9.8,68.5,118.4,0.08,144.0,2.5,9.0,1.145,1.0,0.0,15.7963,79.4562,coastal,False
PRAKASAM|KURICHEDU,Kurichedu,Prakasam,9.16,95.8,85.0,86.4,3.1,7.4,68.5,180.7,0.08,125.0,2.5,9.0,1.145,1.0,0.0,15.9037,79.5677,coastal,False
PRAKASAM|SANTHAMAGULURU,Santhamaguluru,Prakasam,9.16,95.8,85.0,86.4,3.9,9.4,68.5,446.7,0.08,69.0,2.5,9.0,1.145,1.0,0.0,16.0933,79.955,coastal,False
PRAKASAM|BALLIKURAVA,Ballikurava,Prakasam,9.16,95.8,85.0,86.4,4.7,11.3,68.5,530.4,0.08,50.0,2.5,9.0,1.145,1.0,0.0,16.0169,80.0085,coastal,False
PRAKASAM|MARTUR,Martur,Prakasam,9.16,95.8,85.0,86.4,5.1,12.2,68.5,532.9,0.08,48.0,2.5,9.0,1.145,1.0,0.0,15.9462,80.1026,coastal,False
PRAKASAM|YEDDANA PUDI,Yeddana Pudi,Prakasam,9.16,95.8,85.0,86.4,5.3,12.7,68.5,539.5,0.08,27.0,2.5,9.0,1.145,1.0,0.0,15.9825,80.17,coastal,False
PRAKASAM|PARCHUR,Parchur,Prakasam,9.16,95.8,85.0,86.4,4.0,9.6,68.5,515.0,0.08,9.0,2.5,9.0,1.145,1.0,0.0,15.9839,80.3182,coastal,False
PRAKASAM|KARAMCHEDU,Karamchedu,Prakasam,9.16,95.8,85.0,86.4,2.6,6.2,68.5,433.8,0.08,4.0,2.5,9.0,1.145,1.0,0.0,15.8981,80.2946,coastal,False
PRAKASAM|INKOLLU,Inkollu,Prakasam,9.16,95.8,85.0,86.4,2.1,5.0,68.5,425.4,0.08,18.0,2.5,9.0,1.145,1.0,0.0,15.8468,80.1879,coastal,False
PRAKASAM|JANAKAVARAMPANGULURU,Janakavarampanguluru,Prakasam,9.16,95.8,85.0,86.4,2.9,7.0,68.5,384.7,0.08,38.0,2.5,9.0,1.145,1.0,0.0,15.8458,80.0786,coastal,False
PRAKASAM|ADDANKI,Addanki,Prakasam,9.16,95.8,85.0,86.4,5.3,12.7,68.5,370.4,0.08,26.0,2.5,9.0,1.145,1.0,0.0,15.8146,79.9609,coastal,False
PRAKASAM|MUNDLAMURU,Mundlamuru,Prakasam,9.16,95.8,85.0,86.4,4.3,10.3,68.5,301.8,0.08,61.0,2.5,9.0,1.145,1.0,0.0,15.8352,79.8047,coastal,False
PRAKASAM|DARSI,Darsi,Prakasam,9.16,95.8,85.0,86.4,2.8,6.7,68.5,143.4,0.08,115.0,2.5,9.0,1.145,1.0,0.0,15.7802,79.6691,coastal,False
PRAKASAM|MARKAPUR,Markapur,Prakasam,9.16,95.8,85.0,86.4,3.0,7.2,68.5,132.1,0.08,142.0,2.5,9.0,1.145,1.0,0.0,15.7429,79.2659,coastal,False
PRAKASAM|ARDHAVEEDU,Ardhaveedu,Prakasam,9.16,95.8,85.0,86.4,5.3,12.7,68.5,236.2,0.08,224.0,2.5,9.0,1.145,1.0,0.0,15.6562,79.0258,coastal,False
PRAKASAM|CUMBUM,Cumbum,Prakasam,9.16,95.8,85.0,86.4,3.2,7.7,68.5,122.9,0.08,187.0,2.5,9.0,1.145,1.0,0.0,15.5691,79.0841,coastal,False
PRAKASAM|TARLUPADU,Tarlupadu,Prakasam,9.16,95.8,85.0,86.4,3.0,7.2,68.5,82.9,0.08,180.0,2.5,9.0,1.145,1.0,0.0,15.67,79.3197,coastal,False
PRAKASAM|KONAKANAMITLA,Konakanamitla,Prakasam,9.16,95.8,85.0,86.4,4.6,11.0,68.5,64.5,0.08,140.0,2.5,9.0,1.145,1.0,0.0,15.6451,79.4924,coastal,False
PRAKASAM|PODILI,Podili,Prakasam,9.16,95.8,85.0,86.4,2.5,6.0,68.5,83.8,0.08,88.0,2.5,9.0,1.145,1.0,0.0,15.5884,79.6144,coastal,False
PRAKASAM|THALLUR,Thallur,Prakasam,9.16,95.8,85.0,86.4,3.6,8.6,68.5,206.1,0.08,60.0,2.5,9.0,1.145,1.0,0.0,15.7042,79.804,coastal,False
PRAKASAM|KORISAPADU,Korisapadu,Prakasam,9.16,95.8,85.0,86.4,3.5,8.4,68.5,292.7,0.08,30.0,2.5,9.0,1.145,1.0,0.0,15.7365,80.0525,coastal,False
PRAKASAM|CHIRALA,Chirala,Prakasam,9.16,95.8,85.0,86.4,2.0,4.8,68.5,425.1,0.08,9.0,2.5,9.0,1.145,1.0,0.0,15.8567,80.3849,coastal,False
PRAKASAM|VETAPALEM,Vetapalem,Prakasam,9.16,95.8,85.0,86.4,2.6,6.2,68.5,355.0,0.08,9.0,2.5,9.0,1.145,1.0,0.0,15.7884,80.3376,coastal,False
PRAKASAM|CHINAGANJAM,Chinaganjam,Prakasam,9.16,95.8,85.0,86.4,4.2,10.1,68.5,300.4,0.08,2.0,2.5,9.0,1.145,1.0,0.0,15.7473,80.2513,coastal,False
PRAKASAM|NAGULUPPALA PADU,Naguluppala Padu,Prakasam,9.16,95.8,85.0,86.4,2.8,6.7,68.5,244.2,0.08,8.0,2.5,9.0,1.145,1.0,0.0,15.6798,80.1673,coastal,False
PRAKASAM|MADDIPADU,Maddipadu,Prakasam,9.16,95.8,85.0,86.4,3.0,7.2,68.5,227.0,0.08,17.0,2.5,9.0,1.145,1.0,0.0,15.6322,80.0135,coastal,False
PRAKASAM|CHIMAKURTHI,Chimakurthi,Prakasam,9.16,95.8,85.0,86.4,3.8,9.1,68.5,172.9,0.08,56.0,2.5,9.0,1.145,1.0,0.0,15.6179,79.8529,coastal,False
PRAKASAM|MARRIPUDI,Marripudi,Prakasam,9.16,95.8,85.0,86.4,4.3,10.3,68.5,93.0,0.08,64.0,2.5,9.0,1.145,1.0,0.0,15.4782,79.6887,coastal,False
PRAKASAM|HANUMANTHUNI PADU,Hanumanthuni Padu,Prakasam,9.16,95.8,85.0,86.4,6.1,14.6,68.5,65.7,0.08,137.0,2.5,9.0,1.145,1.0,0.0,15.4658,79.341,coastal,False
PRAKASAM|BESTAWARIPETA,Bestawaripeta,Prakasam,9.16,95.8,85.0,86.4,5.3,12.7,68.5,112.2,0.08,620.0,2.5,9.0,1.145,1.0,0.0,15.3863,79.0957,coastal,False
PRAKASAM|RACHERLA,Racherla,Prakasam,9.16,95.8,85.0,86.4,3.0,7.2,68.5,185.1,0.08,241.0,2.5,9.0,1.145,1.0,0.0,15.5158,78.9257,coastal,False
PRAKASAM|GIDDALUR,Giddalur,Prakasam,9.16,95.8,85.0,86.4,4.7,11.3,68.5,182.5,0.08,317.0,2.5,9.0,1.145,1.0,0.0,15.4511,78.8673,coastal,False
PRAKASAM|KOMAROLU,Komarolu,Prakasam,9.16,95.8,85.0,86.4,4.1,9.8,68.5,157.2,0.08,260.0,2.5,9.0,1.145,1.0,0.0,15.2898,79.0059,coastal,False
PRAKASAM|VELIGANDLA,Veligandla,Prakasam,9.16,95.8,85.0,86.4,3.7,8.9,68.5,77.0,0.08,138.0,2.5,9.0,1.145,1.0,0.0,15.3444,79.3127,coastal,False
PRAKASAM|KANIGIRI,Kanigiri,Prakasam,9.16,95.8,85.0,86.4,3.4,8.2,68.5,105.3,0.08,101.0,2.5,9.0,1.145,1.0,0.0,15.354,79.4862,coastal,False
PRAKASAM|KONDAPI,Kondapi,Prakasam,9.16,95.8,85.0,86.4,3.3,7.9,68.5,107.4,0.08,30.0,2.5,9.0,1.145,1.0,0.0,15.4176,79.8521,coastal,False
